MMC Company ID,Account / Practice,Assigned PL,Tier,Wave,Practice Type,Referral Evidence Band,2026 Spine Patients,2026 Total B2B Patients,Known Referring Providers (2026 referral match),Linked People (MMC),Payer Class (heuristic),Payer Detail,Payer Basis / Status,Payer Line for PL,Visit Message
1578685921,Eastpointe Family Physicians,Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,4,"Andrea Zinke Fnp Bc (1 spine) · Haley Pope, DO",4,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Andrea Zinke Fnp Bc's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
9e6bf540-edd8-4135-9b33-cef5e4fbcc2c,Karma Internists,Jasmine,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Anvita B Saini, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Saini's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
a183eb7c-8d61-4470-8154-52f7dbff87b5,Barry S Meyer DO PC,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Barry S Meyer, DO (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Meyer's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
8d70ed21-9cc0-4e04-a934-e01ab1155823,Epic Primary Care - Ferndale,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,4,"Greg S Naman, MD (1 spine) · Susan Tam, DO (1 ortho)",10,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Naman's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
e9338159-c4f0-4329-a188-50fd3d8a5ddb,EPIC Southfield - Telegraph Rd office,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,4,"Shannon Webster, PAC (1 spine)",11,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Shannon Webster's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1841213436,Henry Ford Macomb Internal Medicine,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,4,"Katherine Doyle, DO (1 spine) · John C Bochenek, DO (1 ortho)",4,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"Thank you for trusting us with the care of your patients (Dr. Doyle's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
1407867815,Office of Steven Trombly MD,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,7,"Steven D Trombly, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Trombly's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
c82c9d5d-f644-42a6-8149-43868624eb50,Rochester Medical Group,Coty,Tier 1,Wave 1,PCP,One Spine Patient,1,1,"Jason Hawkins, DO (1 spine)",9,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Hawkins's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
8c808cf3-9148-4a0b-8ea0-2d0882a9424e,Specialists in Rehabilitation Medicine,Coty,Tier 1,Wave 1,Orthopedic,One Spine Patient,1,1,"Steven Arbit, MD (1 spine)",7,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Arbit's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
42b038b0-949b-46be-8843-e02868bb894a,Center For Hollistic Medicine,Kristen,Tier 1,Wave 2,Other / Verify,One Spine Patient,1,1,"Hailey L Brownstein, DO (1 spine)",7,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Brownstein's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — same-week spine evaluation pathway — conservative first, surgery only when warranted. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
eab7d954-a523-466a-a75b-3eca7bf9c6d0,CoreMed - Commerce,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Kelsey Skelton, PA-C (1 spine)",3,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Kelsey Skelton's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
4de0cfd4-93f7-4efa-a4ed-25a3ceaf173b,Greg Monroe DO PC,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Gregory Monroe, DO (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Monroe's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
905d0bbb-d935-4258-8a1e-2e30d0a25987,IHA UNION LAKE PEDIATRICS,Kristen,Tier 1,Wave 2,Pediatrics,One Spine Patient,1,1,Courtney Elyse Palka (1 spine),4,PEDS,Pediatric panel — low spine fit regardless of payer,Heuristic — intake (Kelly) verifies Tier 1 first; NOT confirmed,Note: pediatric panel — spine fit is low; adult family/staff referrals only.,"Thank you for trusting us with the care of your patients (Courtney Elyse Palka's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — for adolescent spine concerns (scoliosis, spondylolysis in athletes) we offer specialist evaluation — and adult family members get same-week access. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
85043f4d-a0d7-448b-9a3d-e0943de69dd8,Jian Zu MD,Kristen,Tier 1,Wave 2,PCP,One Spine Patient,1,1,"Jian Zu, MD (1 spine)",1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"Thank you for trusting us with the care of your patients (Dr. Zu's referrals especially). OPEN: how was the experience on the spine patient you sent? MESSAGE: that same pathway works every time — your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: make us your default for the next back/neck patient; leave named coordinator + direct line."
